采集日期,采集时间,设备ID,段落序号,向下镜头视频链接,向前镜头视频链接,session_id,filesize,原始上送时长,任务描述,无效时长,算法端可接受时长,审批人,审批状态,时间标注信息,无效片段标记时长,有效片段标记时长,无效片段标记原因,NOTE,操作员姿态,头部移动,向下摄像头手部位置,向前摄像头手部位置,has_tool_use,has_tool_use_significant,其余数据标签,LET PT,Unnamed: 27,肇庆审核
2026-03-25,14:21:23,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_062123_917314/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_062123_917314/segments/1af8-front_sbs_0000.mp4,session_20260325_062123_917314,1202.37 MB,10.0,整理文件,9.69,0.31,黄立艳,已审批-无效片段过长,"[{""start"":8.68,""end"":590.24,""name"":""手出画面"",""type"":""invalid"",""duration"":581.5600000000001}]",9.69,0.0,手出画面(9.69),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,14:21:23,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_062123_917314/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_062123_917314/segments/1af8-front_sbs_0001.mp4,session_20260325_062123_917314,537.40 MB,4.5,整理文件,4.31,0.19,黄立艳,已审批-无效片段过长,"[{""start"":1.44,""end"":260.08,""name"":""手出画面"",""type"":""invalid"",""duration"":258.64}]",4.31,0.0,手出画面(4.31),,坐姿,头部自然移动,手部位置偏下,手部在区间内,否,否,,,,
2026-03-25,13:53:30,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_055330_340749/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_055330_340749/segments/1af8-front_sbs_0000.mp4,session_20260325_055330_340749,1202.37 MB,10.0,整理文件,10.0,0.0,黄立艳,已审批-无效片段过长,"[{""start"":0.56,""end"":600.52,""name"":""手出画面"",""type"":""invalid"",""duration"":599.96}]",10.0,0.0,手出画面(10.00),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,13:53:30,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_055330_340749/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_055330_340749/segments/1af8-front_sbs_0001.mp4,session_20260325_055330_340749,1200.38 MB,10.0,整理文件,10.0,0.0,黄立艳,已审批-无效片段过长,"[{""start"":0,""end"":599.76,""name"":""手出画面"",""type"":""invalid"",""duration"":599.76}]",10.0,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,13:53:30,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_055330_340749/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_055330_340749/segments/1af8-front_sbs_0002.mp4,session_20260325_055330_340749,853.73 MB,7.1,整理文件,7.1,0.0,黄立艳,已审批-无效片段过长,"[{""start"":0,""end"":426.96000000000004,""name"":""手出画面"",""type"":""invalid"",""duration"":426.96000000000004}]",7.12,0.0,手出画面(7.12),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,13:23:58,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_052358_917408/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_052358_917408/segments/1af8-front_sbs_0000.mp4,session_20260325_052358_917408,1200.40 MB,10.0,整理文件,10.0,0.0,黄富强,已审批-无效片段过长,"[{""start"":0,""end"":600.2,""name"":""手出画面"",""type"":""invalid"",""duration"":600.2}]",10.0,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,13:23:58,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_052358_917408/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_052358_917408/segments/1af8-front_sbs_0001.mp4,session_20260325_052358_917408,1202.39 MB,10.0,整理文件,10.0,0.0,黄富强,已审批-无效片段过长,"[{""start"":0,""end"":600.32,""name"":""手出画面"",""type"":""invalid"",""duration"":600.32}]",10.01,0.0,手出画面(10.01),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,13:23:58,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_052358_917408/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_052358_917408/segments/1af8-front_sbs_0002.mp4,session_20260325_052358_917408,1050.27 MB,8.8,整理文件,8.76,0.04,黄富强,已审批-无效片段过长,"[{""start"":0,""end"":525.76,""name"":""手出画面"",""type"":""invalid"",""duration"":525.76}]",8.76,0.0,手出画面(8.76),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,12:55:13,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_045513_293979/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_045513_293979/segments/1af8-front_sbs_0000.mp4,session_20260325_045513_293979,1202.38 MB,10.0,整理文件,10.0,0.0,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":600.88,""name"":""手出画面"",""type"":""invalid"",""duration"":600.88}]",10.01,0.0,手出画面(10.01),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,12:55:13,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_045513_293979/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_045513_293979/segments/1af8-front_sbs_0001.mp4,session_20260325_045513_293979,1200.41 MB,10.0,整理文件,9.99,0.01,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":599.6800000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":599.6800000000001}]",9.99,0.0,手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,12:55:13,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_045513_293979/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_045513_293979/segments/1af8-front_sbs_0002.mp4,session_20260325_045513_293979,885.83 MB,7.4,整理文件,7.4,0.0,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":599.6800000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":599.6800000000001}]",9.99,0.0,手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,12:29:00,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_042900_673792/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_042900_673792/segments/1af8-front_sbs_0000.mp4,session_20260325_042900_673792,1202.42 MB,10.0,整理文件,10.0,0.0,陈均瑶,已审批-无效片段过长,"[{""start"":0.52,""end"":600.84,""name"":""手出画面"",""type"":""invalid"",""duration"":600.32}]",10.01,0.0,手出画面(10.01),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,12:29:00,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_042900_673792/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_042900_673792/segments/1af8-front_sbs_0001.mp4,session_20260325_042900_673792,1198.33 MB,10.0,整理文件,9.99,0.01,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":599.28,""name"":""手出画面"",""type"":""invalid"",""duration"":599.28}]",9.99,0.0,手出画面(9.99),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,12:29:00,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_042900_673792/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_042900_673792/segments/1af8-front_sbs_0002.mp4,session_20260325_042900_673792,673.59 MB,5.6,整理文件,5.57,0.03,陈均瑶,已审批-无效片段过长,"[{""start"":1.84,""end"":318.24,""name"":""未工作"",""type"":""invalid"",""duration"":316.40000000000003},{""start"":318.56,""end"":336.64,""name"":""未工作"",""type"":""invalid"",""duration"":18.079999999999984}]",5.57,0.0,未工作(5.57),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,12:01:42,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_040142_614829/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_040142_614829/segments/1af8-front_sbs_0001.mp4,session_20260325_040142_614829,1200.40 MB,10.0,整理文件,9.24,0.76,陈均瑶,已审批-无效片段过长,"[{""start"":11.32,""end"":51.76,""name"":""手出画面"",""type"":""invalid"",""duration"":40.44},{""start"":85.44,""end"":599.4,""name"":""手出画面"",""type"":""invalid"",""duration"":513.96}]",9.24,0.0,手出画面(9.24),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,12:01:42,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_040142_614829/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_040142_614829/segments/1af8-front_sbs_0002.mp4,session_20260325_040142_614829,766.87 MB,6.4,整理文件,6.39,0.01,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":383.52,""name"":""手出画面"",""type"":""invalid"",""duration"":383.52}]",6.39,0.0,手出画面(6.39),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,10:44:00,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_024400_390794/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_024400_390794/segments/1af8-front_sbs_0000.mp4,session_20260325_024400_390794,1200.41 MB,10.0,整理文件,10.0,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0,""end"":600.08,""name"":""手出画面"",""type"":""invalid"",""duration"":600.08}]",10.0,0.0,手出画面(10.00),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,10:44:00,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_024400_390794/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_024400_390794/segments/1af8-front_sbs_0001.mp4,session_20260325_024400_390794,1202.35 MB,10.0,整理文件,10.0,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0.56,""end"":600.48,""name"":""手出画面"",""type"":""invalid"",""duration"":599.9200000000001}]",10.0,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置偏下,手部在区间内,否,否,,,,
2026-03-25,10:44:00,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_024400_390794/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_024400_390794/segments/1af8-front_sbs_0002.mp4,session_20260325_024400_390794,411.08 MB,3.4,整理文件,3.4,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0,""end"":186.24,""name"":""手出画面"",""type"":""invalid"",""duration"":186.24},{""start"":186,""end"":205.76,""name"":""未工作"",""type"":""invalid"",""duration"":19.75999999999999}]",3.43,0.0,"手出画面(3.10),未工作(0.33)",,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,10:18:30,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_021830_638775/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_021830_638775/segments/1af8-front_sbs_0000.mp4,session_20260325_021830_638775,1202.37 MB,10.0,整理文件,10.0,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0,""end"":600.5600000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":600.5600000000001}]",10.01,0.0,手出画面(10.01),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,10:18:30,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_021830_638775/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_021830_638775/segments/1af8-front_sbs_0001.mp4,session_20260325_021830_638775,1200.39 MB,10.0,整理文件,10.0,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0.56,""end"":600.4,""name"":""手出画面"",""type"":""invalid"",""duration"":599.84}]",10.0,0.0,手出画面(10.00),0,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,10:18:30,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_021830_638775/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_021830_638775/segments/1af8-front_sbs_0002.mp4,session_20260325_021830_638775,579.71 MB,4.8,整理文件,4.8,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0.28,""end"":289.36,""name"":""手出画面"",""type"":""invalid"",""duration"":289.08000000000004}]",4.82,0.0,手出画面(4.82),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:51:44,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_015144_936671/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_015144_936671/segments/1af8-front_sbs_0000.mp4,session_20260325_015144_936671,1201.37 MB,10.0,整理文件,9.99,0.01,陈冰莹,已审批-无效片段过长,"[{""start"":0,""end"":599.36,""name"":""手出画面"",""type"":""invalid"",""duration"":599.36}]",9.99,0.0,手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:51:44,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_015144_936671/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_015144_936671/segments/1af8-front_sbs_0001.mp4,session_20260325_015144_936671,1201.38 MB,10.0,整理文件,9.99,0.01,陈冰莹,已审批-无效片段过长,"[{""start"":0.56,""end"":599.8000000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":599.2400000000001}]",9.99,0.0,手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:51:44,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_015144_936671/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_015144_936671/segments/1af8-front_sbs_0002.mp4,session_20260325_015144_936671,755.00 MB,6.3,整理文件,6.29,0.01,陈冰莹,已审批-无效片段过长,"[{""start"":0.36,""end"":377.6,""name"":""手出画面"",""type"":""invalid"",""duration"":377.24}]",6.29,0.0,手出画面(6.29),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:26:17,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_012617_599228/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_012617_599228/segments/1af8-front_sbs_0000.mp4,session_20260325_012617_599228,1202.37 MB,10.0,整理文件,10.0,0.0,陈冰莹,已审批-无效片段过长,"[{""start"":0,""end"":600.48,""name"":""手出画面"",""type"":""invalid"",""duration"":600.48}]",10.01,0.0,手出画面(10.01),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:26:17,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_012617_599228/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_012617_599228/segments/1af8-front_sbs_0001.mp4,session_20260325_012617_599228,1200.39 MB,10.0,整理文件,9.99,0.01,陈冰莹,已审批-无效片段过长,"[{""start"":1.08,""end"":600.24,""name"":"""",""type"":""invalid"",""duration"":599.16}]",9.99,0.0,手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:26:17,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_012617_599228/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_012617_599228/segments/1af8-front_sbs_0002.mp4,session_20260325_012617_599228,580.42 MB,4.8,整理文件,4.8,0.0,陈冰莹,已审批-无效片段过长,"[{""start"":0.28,""end"":289.92,""name"":""手出画面"",""type"":""invalid"",""duration"":289.64000000000004}]",4.83,0.0,手出画面(4.83),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:04:13,1af8,0,http://localhost:8082/faster?path=1af8/session_20260325_010413_304281/segments/1af8-down_sbs_0000.mp4,http://localhost:8082/faster?path=1af8/session_20260325_010413_304281/segments/1af8-front_sbs_0000.mp4,session_20260325_010413_304281,1201.37 MB,10.0,整理文件,10.0,0.0,陈冰莹,已审批-无效片段过长,"[{""start"":1.08,""end"":600.92,""name"":""手出画面"",""type"":""invalid"",""duration"":599.8399999999999}]",10.0,0.0,手出画面(10.00),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:04:13,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_010413_304281/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_010413_304281/segments/1af8-front_sbs_0001.mp4,session_20260325_010413_304281,1201.46 MB,10.0,整理文件,9.99,0.01,陈冰莹,已审批-无效片段过长,"[{""start"":0.56,""end"":599.84,""name"":""手出画面"",""type"":""invalid"",""duration"":599.2800000000001}]",9.99,0.0,手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,9:04:13,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_010413_304281/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_010413_304281/segments/1af8-front_sbs_0002.mp4,session_20260325_010413_304281,143.54 MB,1.2,整理文件,1.2,0.0,陈冰莹,已审批-无效片段过长,"[{""start"":0.12,""end"":71.92,""name"":""手出画面"",""type"":""invalid"",""duration"":71.8}]",1.2,0.0,手出画面(1.20),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,8:36:27,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_003627_127594/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_003627_127594/segments/1af8-front_sbs_0001.mp4,session_20260325_003627_127594,1200.39 MB,10.0,整理文件,9.98,0.02,陈冰莹,已审批-无效片段过长,"[{""start"":1.08,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":598.88}]",9.98,0.0,手出画面(9.98),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,8:36:27,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_003627_127594/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_003627_127594/segments/1af8-front_sbs_0002.mp4,session_20260325_003627_127594,730.64 MB,6.1,整理文件,6.09,0.01,陈冰莹,已审批-无效片段过长,"[{""start"":0,""end"":365.28000000000003,""name"":""手出画面"",""type"":""invalid"",""duration"":365.28000000000003}]",6.09,0.0,手出画面(6.09),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,8:13:16,1af8,1,http://localhost:8082/faster?path=1af8/session_20260325_001316_545367/segments/1af8-down_sbs_0001.mp4,http://localhost:8082/faster?path=1af8/session_20260325_001316_545367/segments/1af8-front_sbs_0001.mp4,session_20260325_001316_545367,1200.42 MB,10.0,整理文件,5.65,4.35,陈冰莹,已审批-无效片段过长,"[{""start"":260.64,""end"":599.92,""name"":""手出画面"",""type"":""invalid"",""duration"":339.28}]",5.65,0.0,手出画面(5.65),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-25,8:13:16,1af8,2,http://localhost:8082/faster?path=1af8/session_20260325_001316_545367/segments/1af8-down_sbs_0002.mp4,http://localhost:8082/faster?path=1af8/session_20260325_001316_545367/segments/1af8-front_sbs_0002.mp4,session_20260325_001316_545367,77.22 MB,0.6,整理文件,0.45,0.15,陈冰莹,已审批-无效片段过长,"[{""start"":0.04,""end"":26.92,""name"":""手出画面"",""type"":""invalid"",""duration"":26.880000000000003}]",0.45,0.0,手出画面(0.45),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,2026/4/3,,
2026-03-25,12:17:08,22ad,1,http://localhost:8082/faster?path=22ad/session_20260325_041708_971331/segments/22ad-down_sbs_0001.mp4,http://localhost:8082/faster?path=22ad/session_20260325_041708_971331/segments/22ad-front_sbs_0001.mp4,session_20260325_041708_971331,192.00 MB,1.6,整理文件,1.6,0.0,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":600.76,""name"":""视频无法播放"",""type"":""invalid"",""duration"":600.76}]",10.01,0.0,视频无法播放(10.01),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,8:52:11,22ad,0,http://localhost:8082/faster?path=22ad/session_20260325_005211_704647/segments/22ad-down_sbs_0000.mp4,http://localhost:8082/faster?path=22ad/session_20260325_005211_704647/segments/22ad-front_sbs_0000.mp4,session_20260325_005211_704647,757.85 MB,6.3,收拾桌面,6.3,0.0,陈冰莹,已审批-无效片段过长,"[{""start"":0.36,""end"":378.84000000000003,""name"":""未工作"",""type"":""invalid"",""duration"":378.48}]",6.31,0.0,未工作(6.31),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-25,15:37:09,2f59,0,http://localhost:8082/faster?path=2f59/session_20260325_073709_686272/segments/2f59-down_sbs_0000.mp4,http://localhost:8082/faster?path=2f59/session_20260325_073709_686272/segments/2f59-front_sbs_0000.mp4,session_20260325_073709_686272,422.45 MB,3.5,Wipe the water cup,3.47,0.03,林子奇,已审批-无效片段过长,"[{""start"":2.88,""end"":210.96,""name"":""佩戴有问题"",""type"":""invalid"",""duration"":208.08}]",3.47,0.0,佩戴有问题(3.47),,坐姿,头部自然移动,手部位置居中,手部在区间内,是,否,,2026/4/3,batch4 批次3,
2026-03-25,13:57:26,2f59,0,http://localhost:8082/faster?path=2f59/session_20260325_055726_447560/segments/2f59-down_sbs_0000.mp4,http://localhost:8082/faster?path=2f59/session_20260325_055726_447560/segments/2f59-front_sbs_0000.mp4,session_20260325_055726_447560,491.22 MB,4.1,擦拭桌面小摆件,2.42,1.68,黄立艳,已审批-无效片段过长,"[{""start"":0.88,""end"":146.28,""name"":""手部遮挡"",""type"":""invalid"",""duration"":145.4}]",2.42,0.0,手部遮挡(2.42),,坐姿,头部自然移动,手部位置居中,手手出了画面,是,否,,2026/4/3,batch4 批次3,
2026-03-25,11:28:13,2f59,0,http://localhost:8082/faster?path=2f59/session_20260325_032813_225852/segments/2f59-down_sbs_0000.mp4,http://localhost:8082/faster?path=2f59/session_20260325_032813_225852/segments/2f59-front_sbs_0000.mp4,session_20260325_032813_225852,858.10 MB,7.2,擦拭桌面小摆件,6.62,0.58,陈均瑶,已审批-无效片段过长,"[{""start"":31.32,""end"":428.76,""name"":""手出画面"",""type"":""invalid"",""duration"":397.44}]",6.62,0.0,手出画面(6.62),,坐姿,头部自然移动,手部位置居中,手部在区间内,是,否,,,,
2026-03-25,11:15:51,2f59,0,http://localhost:8082/faster?path=2f59/session_20260325_031551_953230/segments/2f59-down_sbs_0000.mp4,http://localhost:8082/faster?path=2f59/session_20260325_031551_953230/segments/2f59-front_sbs_0000.mp4,session_20260325_031551_953230,975.79 MB,8.1,擦拭桌面小摆件,8.1,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0,""end"":487.56,""name"":""手出画面"",""type"":""invalid"",""duration"":487.56}]",8.13,0.0,手出画面(8.13),,坐姿,头部自然移动,手部出画面,手部在区间内,是,否,,,,
2026-03-25,11:03:07,2f59,0,http://localhost:8082/faster?path=2f59/session_20260325_030307_998189/segments/2f59-down_sbs_0000.mp4,http://localhost:8082/faster?path=2f59/session_20260325_030307_998189/segments/2f59-front_sbs_0000.mp4,session_20260325_030307_998189,881.86 MB,7.3,擦拭桌面小摆件,7.3,0.0,苏丽杏,已审批-无效片段过长,"[{""start"":0,""end"":440.64,""name"":""手出画面"",""type"":""invalid"",""duration"":440.64}]",7.34,0.0,手出画面(7.34),,坐姿,头部自然移动,手部位置偏下,手部在区间内,是,否,,,,
2026-03-25,9:05:16,4f53,0,http://localhost:8082/faster?path=4f53/session_20260325_010516_724107/segments/4f53-down_sbs_0000.mp4,http://localhost:8082/faster?path=4f53/session_20260325_010516_724107/segments/4f53-front_sbs_0000.mp4,session_20260325_010516_724107,1202.50 MB,10.0,书本收纳,9.44,0.56,陈冰莹,已审批-无效片段过长,"[{""start"":34.32,""end"":600.8000000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":566.48}]",9.44,0.0,手出画面(9.44),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,2026/4/3,batch2 批次7,
2026-03-25,9:05:16,4f53,1,http://localhost:8082/faster?path=4f53/session_20260325_010516_724107/segments/4f53-down_sbs_0001.mp4,http://localhost:8082/faster?path=4f53/session_20260325_010516_724107/segments/4f53-front_sbs_0001.mp4,session_20260325_010516_724107,1200.27 MB,10.0,书本收纳,7.54,2.46,陈冰莹,已审批-无效片段过长,"[{""start"":11.96,""end"":233.6,""name"":""手出画面"",""type"":""invalid"",""duration"":221.64},{""start"":364.08,""end"":594.92,""name"":""手出画面"",""type"":""invalid"",""duration"":230.83999999999997}]",7.54,0.0,手出画面(7.54),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,2026/4/3,batch2 批次7,
2026-03-25,9:05:16,4f53,2,http://localhost:8082/faster?path=4f53/session_20260325_010516_724107/segments/4f53-down_sbs_0002.mp4,http://localhost:8082/faster?path=4f53/session_20260325_010516_724107/segments/4f53-front_sbs_0002.mp4,session_20260325_010516_724107,327.81 MB,2.7,书本收纳,1.4,1.3,陈冰莹,已审批-无效片段过长,"[{""start"":5.2,""end"":54.160000000000004,""name"":""手出画面"",""type"":""invalid"",""duration"":48.96},{""start"":127.8,""end"":146.52,""name"":""手出画面"",""type"":""invalid"",""duration"":18.720000000000013},{""start"":147.24,""end"":163.8,""name"":""未工作"",""type"":""invalid"",""duration"":16.560000000000002}]",1.4,0.0,"手出画面(1.13),未工作(0.28)",,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,2026/4/3,batch2 批次7,
2026-03-25,8:04:08,4f53,2,http://localhost:8082/faster?path=4f53/session_20260325_000408_909774/segments/4f53-down_sbs_0002.mp4,http://localhost:8082/faster?path=4f53/session_20260325_000408_909774/segments/4f53-front_sbs_0002.mp4,session_20260325_000408_909774,1200.44 MB,10.0,书本收纳,5.71,4.29,陈冰莹,已审批-无效片段过长,"[{""start"":77.28,""end"":128.92000000000002,""name"":""手出画面"",""type"":""invalid"",""duration"":51.640000000000015},{""start"":309.12,""end"":600,""name"":""未工作"",""type"":""invalid"",""duration"":290.88}]",5.71,0.0,"手出画面(0.86),未工作(4.85)",,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,2026/4/3,batch2 批次7,
2026-03-25,8:04:08,4f53,3,http://localhost:8082/faster?path=4f53/session_20260325_000408_909774/segments/4f53-down_sbs_0003.mp4,http://localhost:8082/faster?path=4f53/session_20260325_000408_909774/segments/4f53-front_sbs_0003.mp4,session_20260325_000408_909774,127.43 MB,1.1,书本收纳,1.05,0.05,陈冰莹,已审批-无效片段过长,"[{""start"":0.16,""end"":63.440000000000005,""name"":""未佩戴帽子"",""type"":""invalid"",""duration"":63.28000000000001}]",1.05,0.0,未佩戴帽子(1.05),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
